worker_id,city,zone,primary_platform,secondary_platform,vehicle_type,avg_daily_hours,experience_weeks,avg_daily_income,avg_weekly_income,latitude,longitude,is_flood_zone,trust_score
GK-11017,Chennai,Anna Nagar,Swiggy,Zepto,Bike,11.7,81,884.17,5175.79,12.852207,80.227731,False,0.519
GK-11018,Chennai,Porur,Zomato,,Bicycle,13.4,70,706.42,3600.87,12.987461,80.291753,True,0.837
GK-11019,Delhi,Pitampura,Swiggy,Zomato,Bicycle,9.7,67,774.13,4546.63,28.560061,77.193961,False,0.728
GK-11020,Delhi,Connaught Place,Swiggy,,Bicycle,8.9,40,702.1,4495.75,28.707551,77.232802,False,0.669
GK-11021,Chennai,Adyar,Zepto,,Bicycle,13.3,93,510.69,3187.43,12.912805,80.155913,True,0.871
GK-11022,Chennai,Chromepet,Swiggy,,Bike,13.7,50,734.87,4180.99,13.009016,80.154176,False,0.623
GK-11023,Chennai,Adyar,Swiggy,Zomato,Scooter,11.0,103,835.22,4883.89,13.017176,80.261395,True,0.64
GK-11024,Delhi,Karol Bagh,Zepto,Zomato,Scooter,6.7,79,926.2,5323.13,28.67335,77.298129,False,0.639
GK-11025,Chennai,Sholinganallur,Swiggy,,Bicycle,8.6,12,621.93,3932.87,12.982181,80.278543,False,0.842
GK-11026,Chennai,Sholinganallur,Zomato,,Bicycle,7.6,78,651.14,3302.37,12.944376,80.226813,False,0.97
GK-11027,Delhi,Karol Bagh,Zomato,Swiggy,Bicycle,8.8,28,811.08,4572.21,28.714143,77.179211,False,0.6
GK-11028,Delhi,Chandni Chowk,Zepto,Swiggy,Scooter,9.1,26,721.44,3670.22,28.626279,77.297674,True,0.733
GK-11029,Delhi,Janakpuri,Swiggy,,Bike,8.1,68,734.01,4514.36,28.609018,77.131381,False,0.974
GK-11030,Delhi,Karol Bagh,Swiggy,,Scooter,8.1,116,938.24,5781.42,28.73532,77.276327,False,0.758
GK-11031,Mumbai,Navi Mumbai,Zomato,,Scooter,10.5,52,797.69,4622.06,19.138176,72.834916,False,0.563
GK-11032,Mumbai,Powai,Swiggy,Zepto,Scooter,8.2,91,712.96,3632.82,19.134798,72.945946,False,0.742
GK-11033,Delhi,Pitampura,Swiggy,Zepto,Bike,10.4,37,636.38,3487.65,28.710274,77.29937,False,0.715
GK-11034,Chennai,Porur,Zepto,Swiggy,Bicycle,13.3,93,767.81,4144.52,12.971714,80.156162,True,0.674
GK-11035,Chennai,Guindy,Zomato,Zepto,Bicycle,11.5,72,518.62,2636.17,13.134637,80.190207,False,0.906
GK-11036,Chennai,Anna Nagar,Swiggy,Zepto,Bike,10.3,55,805.92,4892.69,13.097169,80.247128,False,0.984
GK-11037,Mumbai,Goregaon,Swiggy,,Bike,13.4,64,878.61,4560.26,19.129283,72.835218,False,0.764
GK-11038,Delhi,Karol Bagh,Swiggy,,Scooter,10.7,27,1050.87,6752.63,28.502512,77.138968,False,0.746
GK-11039,Mumbai,Borivali,Zomato,,Bike,9.1,34,649.89,3540.85,19.106093,72.91291,False,0.802
GK-11040,Mumbai,Borivali,Zomato,Swiggy,Bike,9.3,29,651.23,3452.67,19.00646,72.848831,False,0.89
GK-11041,Chennai,Chromepet,Zomato,Swiggy,Bike,6.6,19,559.43,3474.87,12.992336,80.151495,False,0.542
GK-11042,Chennai,Tambaram,Zepto,Swiggy,Bicycle,12.2,9,649.44,3742.54,13.084855,80.276827,True,0.9
GK-11043,Delhi,Karol Bagh,Zepto,Zomato,Scooter,7.9,118,720.69,3771.76,28.711332,77.245433,False,0.99
GK-11044,Mumbai,Kurla,Zomato,Swiggy,Bicycle,7.8,39,794.82,4003.69,19.046727,72.828666,True,0.999
GK-11045,Delhi,Saket,Zepto,Swiggy,Bike,12.7,71,606.59,3853.33,28.591342,77.268323,False,0.777
GK-11046,Delhi,Nehru Place,Zepto,Swiggy,Bicycle,13.4,48,819.71,4330.32,28.722068,77.191988,False,0.803
GK-11047,Delhi,Rohini,Zomato,Swiggy,Bicycle,12.4,70,523.5,2685.12,28.741832,77.15372,True,0.747
GK-11048,Delhi,Karol Bagh,Zepto,Swiggy,Bike,10.5,90,524.85,3085.32,28.610517,77.166821,False,0.761
GK-11049,Chennai,Porur,Zepto,Swiggy,Scooter,6.1,50,701.37,3562.54,13.078302,80.256952,True,0.683
GK-11050,Mumbai,Kurla,Swiggy,,Scooter,12.0,34,551.19,3332.23,19.144234,72.840129,True,0.678
GK-11051,Delhi,Nehru Place,Zepto,Zomato,Scooter,10.5,27,616.95,3090.18,28.596616,77.18405,False,0.781
GK-11052,Delhi,Chandni Chowk,Swiggy,Zepto,Bicycle,6.6,100,769.01,4862.11,28.567671,77.174098,True,0.784
GK-11053,Delhi,Karol Bagh,Zomato,Zepto,Scooter,13.5,27,733.98,4121.63,28.684891,77.117324,False,0.835
GK-11054,Mumbai,Dadar,Zepto,,Bike,9.8,108,665.8,4077.03,19.075416,72.869922,True,0.927
GK-11055,Chennai,Anna Nagar,Swiggy,,Scooter,8.2,113,915.82,5378.05,12.885251,80.1878,False,0.96
GK-11056,Delhi,Saket,Swiggy,,Bike,10.3,64,443.63,2304.04,28.701777,77.204657,False,0.558
GK-11057,Chennai,T. Nagar,Zomato,Zepto,Bike,10.3,118,884.46,5436.02,13.130971,80.196253,False,0.935
GK-11058,Mumbai,Thane,Zepto,,Scooter,8.0,104,573.35,2964.13,19.092818,72.885221,False,0.863
GK-11059,Delhi,Lajpat Nagar,Zomato,,Bicycle,9.3,10,796.36,4186.88,28.621268,77.208165,False,0.909
GK-11060,Delhi,Dwarka,Zepto,Swiggy,Bike,12.5,31,779.72,4677.27,28.674882,77.182404,True,0.569
GK-11061,Delhi,Nehru Place,Zepto,Swiggy,Scooter,10.2,99,975.22,5735.32,28.659844,77.1676,False,0.953
GK-11062,Delhi,Lajpat Nagar,Zomato,Zepto,Bicycle,6.7,75,937.22,5062.4,28.698534,77.198919,False,0.947
GK-11063,Delhi,Karol Bagh,Swiggy,Zepto,Bike,9.3,48,653.55,4109.83,28.724649,77.279251,False,0.843
GK-11064,Mumbai,Navi Mumbai,Swiggy,,Bicycle,6.7,87,639.86,3440.39,19.044583,72.851118,False,0.709
GK-11065,Mumbai,Thane,Swiggy,Zepto,Scooter,8.6,45,822.36,4656.84,19.033745,72.858503,False,0.786
GK-11066,Mumbai,Thane,Zomato,,Scooter,8.8,117,769.18,4021.25,19.189197,72.86316,False,0.872
GK-11067,Chennai,Porur,Zepto,Zomato,Scooter,7.0,84,743.33,3787.18,12.953688,80.271155,True,0.623
GK-11068,Chennai,T. Nagar,Zepto,Zomato,Scooter,7.1,84,754.15,4512.2,12.92596,80.233294,False,0.764
GK-11069,Mumbai,Navi Mumbai,Zomato,Swiggy,Bike,7.9,24,845.22,4246.54,19.216101,72.860218,False,0.847
GK-11070,Delhi,Saket,Zomato,Zepto,Bicycle,9.0,41,791.47,4761.13,28.518184,77.258026,False,0.609
GK-11071,Mumbai,Kurla,Zepto,,Scooter,12.4,38,388.06,2147.25,19.140469,72.916315,True,0.831
GK-11072,Delhi,Karol Bagh,Zepto,,Bicycle,12.5,61,789.75,4492.9,28.686349,77.175791,False,0.651
GK-11073,Delhi,Rohini,Swiggy,Zomato,Bike,12.5,97,441.26,2804.17,28.73248,77.209017,True,0.831
GK-11074,Chennai,Anna Nagar,Zepto,,Bicycle,6.8,14,814.67,4182.52,13.097123,80.278554,False,0.708
GK-11075,Chennai,T. Nagar,Zomato,Swiggy,Bike,9.5,12,552.93,2827.29,12.91922,80.193679,False,0.886
GK-11076,Delhi,Janakpuri,Swiggy,Zomato,Scooter,12.6,71,986.09,6352.7,28.522413,77.167472,False,0.545
GK-11077,Chennai,Velachery,Zomato,,Bike,12.5,14,484.59,2673.43,12.98789,80.18354,True,0.967
GK-11078,Mumbai,Malad,Zomato,Swiggy,Bike,7.3,98,798.18,4195.74,19.000958,72.850956,True,0.969
GK-11079,Delhi,Nehru Place,Zepto,Swiggy,Bike,6.9,71,713.97,4634.98,28.642547,77.272369,False,0.739
GK-11080,Chennai,Adyar,Swiggy,,Scooter,11.4,114,458.57,2293.83,13.017364,80.195646,True,0.543
GK-11081,Delhi,Nehru Place,Zomato,,Scooter,9.6,74,595.4,3233.18,28.709216,77.214463,False,1.0
GK-11082,Delhi,Rohini,Zepto,,Bike,8.2,79,655.44,4235.87,28.571297,77.258568,True,0.953
GK-11083,Mumbai,Powai,Zepto,,Bicycle,7.9,116,654.87,4128.98,19.220324,72.862673,False,0.556
GK-11084,Mumbai,Malad,Zepto,,Bicycle,11.1,72,662.2,4293.65,19.071814,72.915783,True,0.727
GK-11085,Delhi,Karol Bagh,Zomato,,Bike,6.4,107,519.41,2843.2,28.588754,77.19638,False,0.752
GK-11086,Chennai,Tambaram,Zomato,Zepto,Scooter,11.8,37,761.19,4260.93,13.015164,80.273883,True,0.652
GK-11087,Chennai,Anna Nagar,Swiggy,Zomato,Bicycle,8.5,108,753.25,4119.73,12.990216,80.192837,False,0.981
GK-11088,Chennai,Guindy,Zomato,Zepto,Bicycle,6.8,5,596.51,3370.21,12.883163,80.182908,False,0.732
GK-11089,Mumbai,Powai,Zomato,Zepto,Bike,12.4,102,706.27,3866.62,19.184869,72.875421,False,0.667
GK-11090,Delhi,Lajpat Nagar,Zepto,Swiggy,Bike,12.2,74,683.28,4297.32,28.53272,77.147113,False,0.966
GK-11091,Delhi,Saket,Zomato,,Scooter,11.7,54,916.27,5908.71,28.620556,77.204065,False,0.988
GK-11092,Chennai,T. Nagar,Zepto,,Bicycle,7.7,53,621.35,3974.97,12.914061,80.251414,False,0.703
GK-11093,Delhi,Saket,Zomato,Swiggy,Scooter,6.7,84,780.82,4087.43,28.627881,77.283704,False,0.952
GK-11094,Chennai,Sholinganallur,Zepto,,Bicycle,8.9,38,538.27,2789.17,13.140407,80.287212,False,0.583
GK-11095,Delhi,Janakpuri,Zomato,Zepto,Bike,6.7,113,756.56,4292.17,28.727361,77.138725,False,0.708
GK-11096,Chennai,T. Nagar,Swiggy,Zepto,Bike,10.8,85,863.82,4412.27,12.932557,80.286438,False,0.817
GK-11097,Delhi,Pitampura,Zomato,Zepto,Bicycle,13.3,83,478.53,2610.4,28.739442,77.115542,False,0.766
GK-11098,Delhi,Saket,Zomato,Swiggy,Bike,9.1,10,745.83,4422.77,28.739495,77.200615,False,0.541
GK-11099,Mumbai,Andheri,Swiggy,Zomato,Scooter,8.7,38,511.93,2706.4,19.213981,72.876508,True,0.596
GK-11100,Chennai,Tambaram,Zepto,Swiggy,Bike,12.2,15,831.73,5335.38,12.911766,80.198253,True,0.733
GK-11101,Chennai,Adyar,Zomato,Swiggy,Scooter,13.5,57,584.45,3369.34,12.912062,80.203733,True,0.575
GK-11102,Delhi,Nehru Place,Zomato,Zepto,Bicycle,9.7,105,674.39,3695.72,28.724059,77.261342,False,0.502
GK-11103,Chennai,Guindy,Swiggy,Zomato,Bike,9.4,38,339.06,2022.51,12.918915,80.179936,False,0.519
GK-11104,Delhi,Dwarka,Zepto,Zomato,Bike,8.1,28,762.79,4043.43,28.620767,77.183214,True,0.989
GK-11105,Delhi,Chandni Chowk,Swiggy,Zomato,Bicycle,7.7,35,753.93,4799.71,28.572967,77.134551,True,0.69
GK-11106,Delhi,Nehru Place,Swiggy,,Bike,10.9,29,802.06,4750.87,28.512116,77.142055,False,0.783
GK-11107,Delhi,Dwarka,Zepto,,Bike,6.3,64,679.31,4046.79,28.60076,77.229831,True,0.849
GK-11108,Delhi,Lajpat Nagar,Zomato,Swiggy,Bicycle,8.6,97,676.84,3706.3,28.532189,77.289525,False,0.738
GK-11109,Chennai,Sholinganallur,Zepto,Swiggy,Scooter,12.1,65,570.86,3596.83,12.999385,80.196505,False,0.906
GK-11110,Mumbai,Kurla,Swiggy,Zepto,Bike,11.4,114,712.89,4508.13,19.190824,72.837745,True,0.614
GK-11111,Mumbai,Borivali,Swiggy,Zomato,Bicycle,6.2,59,611.93,3066.16,19.188182,72.881591,False,0.723
GK-11112,Delhi,Connaught Place,Swiggy,Zepto,Bicycle,12.6,19,792.95,4596.74,28.669325,77.240526,False,0.978
GK-11113,Delhi,Saket,Swiggy,Zomato,Bicycle,9.2,104,380.37,1974.0,28.738426,77.228422,False,0.649
GK-11114,Mumbai,Powai,Zepto,,Bike,12.7,51,911.08,4638.33,19.117704,72.845861,False,0.801
GK-11115,Chennai,Mylapore,Swiggy,Zepto,Bike,9.3,91,518.71,3237.73,13.013984,80.215407,False,0.874
GK-11116,Mumbai,Goregaon,Zepto,Swiggy,Bike,12.2,49,810.3,4573.47,19.208739,72.929529,False,0.652
GK-11117,Mumbai,Dadar,Zepto,,Bike,9.8,20,709.29,3802.55,19.039343,72.824039,True,0.973
GK-11118,Delhi,Saket,Zomato,,Bicycle,7.9,100,969.89,4905.9,28.727894,77.169124,False,0.811
GK-11119,Delhi,Nehru Place,Zepto,Swiggy,Bike,7.5,92,828.83,4612.62,28.707811,77.253354,False,0.675
GK-11120,Delhi,Karol Bagh,Zepto,Swiggy,Scooter,10.3,119,599.78,3452.57,28.701476,77.155935,False,0.596
GK-11121,Chennai,Tambaram,Zepto,Zomato,Bicycle,12.9,41,582.81,3567.66,12.922405,80.16178,True,0.678
GK-11122,Mumbai,Powai,Swiggy,,Bike,10.4,73,769.21,4288.52,19.123335,72.825209,False,0.992
GK-11123,Delhi,Karol Bagh,Zepto,Zomato,Scooter,7.2,115,895.14,5263.56,28.666677,77.156858,False,0.793
GK-11124,Mumbai,Thane,Swiggy,Zomato,Bicycle,9.6,23,623.48,3850.59,19.112158,72.8899,False,0.832
GK-11125,Delhi,Lajpat Nagar,Zomato,,Scooter,9.2,62,809.43,4512.24,28.661512,77.130122,False,0.966
GK-11126,Chennai,Sholinganallur,Zomato,,Bike,11.8,117,858.22,4922.47,13.008177,80.289481,False,0.742
GK-11127,Chennai,Chromepet,Zomato,,Bike,7.0,45,694.6,4421.99,13.090797,80.187045,False,0.95
GK-11128,Mumbai,Bandra,Zepto,,Scooter,13.5,28,1002.71,5065.14,19.194629,72.837032,False,0.8
GK-11129,Mumbai,Powai,Zepto,Swiggy,Bicycle,10.0,40,734.58,4149.39,19.038711,72.84378,False,0.683
GK-11130,Delhi,Chandni Chowk,Zepto,Zomato,Bike,11.0,16,701.04,4090.61,28.545656,77.214795,True,0.819
GK-11131,Mumbai,Bandra,Swiggy,Zomato,Bike,11.9,115,579.58,3318.84,19.083902,72.919464,False,0.716
GK-11132,Chennai,Mylapore,Swiggy,Zepto,Bike,11.2,16,471.96,2847.77,12.875738,80.16364,False,0.962
GK-11133,Chennai,Chromepet,Zepto,Zomato,Bicycle,7.0,66,842.21,4266.21,12.957017,80.238872,False,0.918
GK-11134,Mumbai,Navi Mumbai,Zepto,,Scooter,7.9,10,483.47,3056.61,19.016748,72.823665,False,0.622
GK-11135,Delhi,Saket,Zepto,,Bike,9.3,5,803.03,4245.55,28.680083,77.283657,False,0.704
GK-11136,Chennai,Tambaram,Swiggy,Zepto,Bicycle,10.1,11,727.57,4220.67,13.021569,80.286119,True,0.561
GK-11137,Delhi,Janakpuri,Zepto,Zomato,Scooter,13.0,105,637.84,3455.32,28.602506,77.196399,False,0.535
GK-11138,Mumbai,Andheri,Zepto,Zomato,Bicycle,8.6,9,687.27,3937.83,19.115217,72.90727,True,0.581
GK-11139,Mumbai,Bandra,Zomato,Swiggy,Bike,11.9,70,726.07,3767.89,19.216714,72.901414,False,0.835
GK-11140,Chennai,Velachery,Zepto,Swiggy,Bicycle,13.6,53,752.71,4614.65,12.929445,80.290039,True,0.86
GK-11141,Chennai,Mylapore,Zepto,,Bike,7.8,76,629.49,3245.61,12.982912,80.242672,False,0.885
GK-11142,Mumbai,Dadar,Zepto,,Bicycle,13.7,57,652.08,3567.95,19.20569,72.887382,True,0.731
GK-11143,Mumbai,Bandra,Zepto,,Scooter,10.6,90,781.43,4726.85,19.182472,72.873421,False,0.815
GK-11144,Delhi,Chandni Chowk,Swiggy,Zomato,Bike,11.7,74,447.74,2492.8,28.560441,77.196603,True,0.943
GK-11145,Delhi,Janakpuri,Zomato,,Bike,12.0,72,655.67,4036.08,28.524205,77.195211,False,0.996
GK-11146,Mumbai,Powai,Zomato,Zepto,Bicycle,7.7,45,461.94,2467.75,19.10239,72.921411,False,0.886
GK-11147,Delhi,Chandni Chowk,Zepto,Zomato,Bicycle,13.4,45,701.29,4142.95,28.648142,77.175985,True,0.751
GK-11148,Mumbai,Borivali,Zepto,,Bike,10.5,52,892.61,4638.55,19.044103,72.925655,False,0.771
GK-11149,Mumbai,Kurla,Zomato,Zepto,Scooter,12.1,54,169.17,880.24,19.233111,72.94315,True,0.685
GK-11150,Chennai,Adyar,Zomato,,Bike,10.1,70,613.51,3487.48,12.971991,80.207475,True,0.897
GK-11151,Chennai,Anna Nagar,Swiggy,Zepto,Bike,7.4,31,589.31,3487.23,12.930163,80.226367,False,0.574
GK-11152,Delhi,Connaught Place,Zepto,Zomato,Bicycle,10.5,69,742.81,3860.64,28.728064,77.289215,False,0.622
GK-11153,Mumbai,Navi Mumbai,Zepto,Swiggy,Bike,8.4,8,721.0,3723.98,19.223771,72.946367,False,0.93
GK-11154,Delhi,Karol Bagh,Swiggy,Zomato,Scooter,13.6,50,675.66,3721.42,28.610598,77.109214,False,0.772
GK-11155,Mumbai,Borivali,Swiggy,Zepto,Scooter,9.8,15,696.2,3934.28,19.153293,72.932944,False,0.831
GK-11156,Mumbai,Malad,Zepto,Swiggy,Bicycle,12.6,13,429.5,2252.45,19.011765,72.906911,True,0.931
GK-11157,Mumbai,Goregaon,Zomato,Swiggy,Scooter,12.5,109,740.08,4703.9,19.213349,72.938864,False,0.633
GK-11158,Mumbai,Navi Mumbai,Swiggy,,Bicycle,8.6,42,605.88,3262.32,19.01097,72.913649,False,0.722
GK-11159,Chennai,Chromepet,Zomato,Swiggy,Bike,7.5,102,710.96,3639.31,13.050986,80.15006,False,0.903
GK-11160,Delhi,Karol Bagh,Zomato,Zepto,Bike,7.5,115,651.98,3887.35,28.588749,77.164142,False,0.982
GK-11161,Chennai,Chromepet,Swiggy,,Bicycle,6.2,52,339.24,1744.32,12.979053,80.281251,False,0.651
GK-11162,Chennai,Anna Nagar,Zepto,Swiggy,Scooter,12.1,73,893.99,4748.64,12.866073,80.171075,False,0.811
GK-11163,Mumbai,Dadar,Zomato,,Bicycle,10.0,32,992.5,6216.72,19.13622,72.856856,True,0.974
GK-11164,Chennai,Adyar,Zepto,,Scooter,11.8,61,513.28,2846.74,13.14348,80.173778,True,0.744
GK-11165,Mumbai,Navi Mumbai,Zepto,Swiggy,Bike,11.1,59,696.03,4407.0,19.032259,72.875941,False,0.637
GK-11166,Delhi,Chandni Chowk,Swiggy,Zomato,Scooter,6.3,14,844.98,4609.3,28.507803,77.293373,True,0.763
GK-11167,Delhi,Pitampura,Zepto,Swiggy,Bicycle,8.9,55,598.55,3580.74,28.516601,77.29787,False,0.52
GK-11168,Delhi,Dwarka,Zomato,,Scooter,9.5,103,466.29,2481.52,28.675717,77.113602,True,0.597
GK-11169,Mumbai,Dadar,Swiggy,Zepto,Bicycle,11.9,29,1125.02,7079.12,19.047285,72.894554,True,0.608
GK-11170,Delhi,Chandni Chowk,Zepto,,Bike,13.5,75,372.33,2227.04,28.558514,77.109956,True,0.634
GK-11171,Mumbai,Thane,Swiggy,Zomato,Bike,10.3,38,741.03,4249.05,19.23601,72.871516,False,0.847
GK-11172,Delhi,Karol Bagh,Zepto,,Bike,10.1,18,650.57,3574.22,28.617696,77.241329,False,0.97
GK-11173,Mumbai,Malad,Zomato,Zepto,Scooter,6.3,28,445.21,2733.9,19.124074,72.89078,True,0.584
GK-11174,Delhi,Karol Bagh,Zepto,,Bike,13.9,102,756.83,4329.22,28.613462,77.208122,False,0.925
GK-11175,Delhi,Rohini,Zomato,,Scooter,9.0,83,804.31,5108.46,28.623312,77.215826,True,0.595
GK-11176,Chennai,Tambaram,Swiggy,Zomato,Bike,11.4,91,582.85,3375.26,13.031252,80.168144,True,0.539
GK-11177,Delhi,Rohini,Zepto,Swiggy,Bike,9.2,98,738.98,3888.65,28.647203,77.117844,True,0.715
GK-11178,Chennai,Mylapore,Zepto,Swiggy,Scooter,13.9,5,975.13,5294.36,12.947625,80.164211,False,0.988
GK-11179,Delhi,Dwarka,Zomato,Zepto,Scooter,9.4,6,789.76,4584.45,28.662466,77.104939,True,0.905
GK-11180,Delhi,Saket,Zepto,,Bike,8.2,30,747.05,4376.68,28.562475,77.11312,False,0.845
GK-11181,Mumbai,Thane,Zomato,,Scooter,9.2,83,799.91,5164.22,19.090903,72.848186,False,0.835
GK-11182,Mumbai,Dadar,Zepto,,Bicycle,7.4,6,481.51,2758.03,19.111672,72.853039,True,0.913
GK-11183,Delhi,Pitampura,Zepto,,Bike,10.3,36,979.88,5949.03,28.57619,77.136362,False,0.543
GK-11184,Chennai,Adyar,Zomato,Swiggy,Bicycle,7.6,83,563.98,2905.02,12.974732,80.220377,True,0.684
GK-11185,Delhi,Connaught Place,Zomato,,Bike,8.5,12,935.85,5325.13,28.665934,77.233157,False,0.643
GK-11186,Delhi,Lajpat Nagar,Zepto,,Scooter,7.5,114,676.2,4029.4,28.556883,77.15592,False,0.564
GK-11187,Chennai,Adyar,Zomato,,Scooter,6.6,33,732.64,4441.21,12.890261,80.246714,True,0.67
GK-11188,Delhi,Janakpuri,Zepto,Swiggy,Scooter,10.5,66,817.6,4416.52,28.529068,77.207282,False,0.719
GK-11189,Mumbai,Thane,Swiggy,Zomato,Bike,10.8,68,509.78,2858.37,19.217833,72.949858,False,0.804
GK-11190,Delhi,Janakpuri,Zepto,Swiggy,Bike,7.8,35,678.57,3772.96,28.591819,77.282763,False,0.684
GK-11191,Mumbai,Kurla,Zomato,Zepto,Scooter,9.1,99,446.63,2457.01,19.209155,72.904602,True,0.807
GK-11192,Chennai,Adyar,Zomato,,Scooter,12.5,49,325.32,2051.9,12.99915,80.250112,True,0.506
GK-11193,Mumbai,Kurla,Swiggy,,Scooter,9.6,107,746.95,4290.84,19.085742,72.837972,True,0.72
GK-11194,Chennai,Anna Nagar,Zomato,Swiggy,Bicycle,9.2,39,582.27,3006.86,13.138425,80.239892,False,0.904
GK-11195,Chennai,T. Nagar,Zomato,Zepto,Bicycle,9.2,21,965.9,4943.0,12.951054,80.235422,False,0.931
GK-11196,Chennai,Porur,Zepto,,Bicycle,6.6,115,640.22,3321.23,13.050626,80.231432,True,0.916
GK-11197,Mumbai,Borivali,Zomato,Swiggy,Bicycle,7.0,23,772.93,4243.71,19.139205,72.943029,False,0.707
GK-11198,Delhi,Lajpat Nagar,Zepto,Zomato,Scooter,10.9,73,738.06,4561.55,28.705144,77.157049,False,0.62
GK-11199,Chennai,Mylapore,Zepto,Swiggy,Bicycle,6.5,73,565.41,3445.0,12.960815,80.225871,False,0.78
GK-11200,Mumbai,Borivali,Swiggy,Zepto,Bicycle,8.8,94,903.62,4632.84,19.136904,72.903263,False,0.63
GK-11201,Mumbai,Dadar,Zomato,Swiggy,Bicycle,7.0,76,968.75,5862.82,19.056146,72.885026,True,0.92
GK-11202,Chennai,Guindy,Swiggy,,Bicycle,12.3,96,535.2,3150.39,12.968105,80.178781,False,0.531
GK-11203,Chennai,T. Nagar,Zomato,Swiggy,Bicycle,13.9,7,442.42,2379.72,12.900049,80.157003,False,0.89
GK-11204,Delhi,Chandni Chowk,Zomato,Zepto,Scooter,12.6,99,738.54,4391.27,28.602232,77.232394,True,0.732
GK-11205,Mumbai,Kurla,Swiggy,Zomato,Bike,9.6,20,717.64,4460.78,19.047158,72.886027,True,0.764
GK-11206,Chennai,Adyar,Zepto,,Scooter,11.9,81,584.56,3729.38,13.066185,80.225046,True,0.947
GK-11207,Mumbai,Navi Mumbai,Swiggy,,Bike,6.4,33,748.91,4353.75,19.20516,72.824901,False,0.684
GK-11208,Mumbai,Andheri,Zomato,Swiggy,Bicycle,7.2,103,743.94,4469.35,19.178597,72.939164,True,0.853
GK-11209,Delhi,Rohini,Zepto,,Scooter,9.2,95,519.76,3125.16,28.500321,77.124032,True,0.767
GK-11210,Mumbai,Goregaon,Swiggy,Zepto,Scooter,9.3,64,724.82,4412.25,19.018544,72.844962,False,0.92
GK-11211,Chennai,T. Nagar,Swiggy,Zomato,Bike,13.2,56,961.92,4826.6,12.885267,80.298533,False,0.605
GK-11212,Chennai,Anna Nagar,Zomato,Swiggy,Bicycle,14.0,89,840.81,4607.87,12.903005,80.237034,False,0.952
GK-11213,Chennai,Mylapore,Swiggy,Zomato,Scooter,11.4,114,516.53,2746.29,12.906371,80.243719,False,0.668
GK-11214,Mumbai,Powai,Zepto,Zomato,Scooter,8.5,117,484.7,3129.63,19.112102,72.86167,False,0.872
GK-11215,Chennai,Porur,Zomato,Swiggy,Bicycle,9.5,98,613.1,3700.63,13.10831,80.234879,True,0.579
GK-11216,Delhi,Karol Bagh,Zomato,,Bicycle,10.1,77,818.61,4693.02,28.610109,77.280236,False,0.875
GK-11217,Mumbai,Thane,Zepto,,Bicycle,10.8,104,745.84,3778.25,19.081395,72.947868,False,0.834
GK-11218,Chennai,Sholinganallur,Swiggy,Zepto,Scooter,8.6,109,617.07,3491.04,12.857165,80.217504,False,0.666
GK-11219,Chennai,Mylapore,Zepto,,Scooter,8.1,98,723.05,3832.33,12.899415,80.253372,False,0.757
GK-11220,Chennai,Sholinganallur,Zomato,,Bicycle,8.6,10,592.83,3633.23,12.894236,80.160987,False,0.906
GK-11221,Chennai,Anna Nagar,Zomato,Zepto,Scooter,12.0,103,723.0,4311.55,13.064898,80.250408,False,0.738
GK-11222,Delhi,Nehru Place,Swiggy,Zepto,Scooter,6.3,82,894.37,5334.2,28.62509,77.171503,False,0.639
GK-11223,Chennai,Sholinganallur,Swiggy,Zepto,Bicycle,11.5,61,784.96,4585.76,13.11129,80.20135,False,0.885
GK-11224,Chennai,Sholinganallur,Swiggy,Zomato,Bicycle,13.1,118,964.91,4931.02,13.023363,80.262397,False,0.982
GK-11225,Mumbai,Thane,Swiggy,Zepto,Scooter,6.4,45,1117.91,6398.51,19.234388,72.888884,False,0.807
GK-11226,Delhi,Connaught Place,Swiggy,Zepto,Bicycle,6.7,118,814.25,4159.63,28.577926,77.161248,False,0.919
GK-11227,Mumbai,Borivali,Zomato,Swiggy,Scooter,13.0,45,823.89,4957.5,19.064165,72.897088,False,0.968
GK-11228,Mumbai,Dadar,Zepto,,Bike,9.3,15,539.19,3217.39,19.069315,72.949569,True,0.875
GK-11229,Chennai,Tambaram,Zepto,Zomato,Bike,8.8,71,895.35,5500.18,12.864748,80.154659,True,0.777
GK-11230,Mumbai,Malad,Zepto,,Bicycle,10.3,24,505.47,2696.62,19.111818,72.829409,True,0.977
GK-11231,Delhi,Janakpuri,Zomato,Swiggy,Bike,13.4,120,601.42,3846.83,28.606473,77.297105,False,0.777
GK-11232,Delhi,Pitampura,Zepto,Swiggy,Bike,6.0,115,759.77,4862.92,28.53493,77.119225,False,0.712
GK-11233,Chennai,T. Nagar,Zepto,Swiggy,Scooter,10.3,43,736.81,4579.43,13.008237,80.171169,False,0.5
GK-11234,Delhi,Nehru Place,Zomato,,Bike,6.7,19,805.93,4759.53,28.552163,77.233055,False,0.539
GK-11235,Chennai,Mylapore,Swiggy,,Scooter,7.3,5,734.2,4331.15,13.070786,80.195185,False,0.732
GK-11236,Delhi,Nehru Place,Zomato,,Bike,7.4,81,569.67,2957.89,28.665593,77.131657,False,0.844
GK-11237,Delhi,Saket,Swiggy,,Bicycle,9.4,64,859.57,5434.7,28.561802,77.249675,False,0.631
GK-11238,Delhi,Chandni Chowk,Zomato,Swiggy,Bicycle,13.1,80,769.34,4607.68,28.521929,77.178307,True,0.857
