worker_id,city,zone,date,day_of_week,hours_worked,orders_completed,rainfall_mm,aqi,temperature_c,humidity_pct,earnings,target_earnings
GK-10222,Delhi,Lajpat Nagar,2025-10-03,4,14.0,40,0.0,162,30.6,69.1,1017.17,1017.17
GK-10821,Chennai,Sholinganallur,2025-11-16,6,13.0,23,0.0,163,35.1,68.4,1506.54,1506.54
GK-10600,Mumbai,Malad,2026-03-20,4,7.4,21,0.0,88,30.3,40.0,625.33,625.33
GK-11109,Chennai,Sholinganallur,2025-12-22,0,10.6,25,47.1,57,24.1,59.9,879.84,879.84
GK-10044,Chennai,Tambaram,2025-11-22,5,8.1,22,15.6,163,31.3,52.0,1573.04,1573.04
GK-10215,Delhi,Chandni Chowk,2025-11-28,4,7.1,17,0.0,335,40.6,58.0,760.33,760.33
GK-10713,Delhi,Chandni Chowk,2026-03-04,2,14.0,24,4.0,123,38.8,55.4,1891.62,1891.62
GK-11332,Delhi,Nehru Place,2025-11-06,3,10.9,22,0.0,360,29.5,45.2,908.73,908.73
GK-11581,Delhi,Dwarka,2026-02-07,5,13.0,25,0.0,173,31.3,36.5,1744.07,1744.07
GK-11840,Delhi,Dwarka,2025-12-29,0,11.0,25,0.0,443,27.7,32.4,1403.14,1403.14
GK-11286,Delhi,Pitampura,2025-10-28,1,14.0,39,0.0,161,31.6,63.5,1674.55,1674.55
GK-10753,Delhi,Connaught Place,2025-12-05,4,6.4,18,0.0,331,21.8,68.8,867.59,867.59
GK-10622,Delhi,Pitampura,2025-11-24,0,11.5,32,0.0,426,34.6,46.5,1454.51,1454.51
GK-10310,Mumbai,Bandra,2026-02-25,2,11.9,24,0.0,143,23.6,49.4,1651.82,1651.82
GK-11516,Chennai,Porur,2026-01-02,4,9.4,19,0.0,115,25.2,45.8,825.02,825.02
GK-10564,Chennai,Guindy,2025-12-09,1,10.1,25,0.0,122,28.2,60.3,867.72,867.72
GK-10214,Chennai,Adyar,2025-12-20,5,5.9,14,0.0,104,30.2,51.6,1032.45,1032.45
GK-10827,Chennai,T. Nagar,2025-12-22,0,8.4,18,0.0,217,28.3,78.4,876.35,876.35
GK-10246,Chennai,Guindy,2025-11-02,6,10.1,27,0.0,106,31.2,88.5,1460.67,1460.67
GK-10068,Mumbai,Thane,2025-11-22,5,7.1,18,0.0,190,30.5,66.6,554.26,554.26
GK-11320,Mumbai,Dadar,2025-12-10,2,7.9,19,0.0,76,30.1,58.0,805.08,805.08
GK-10404,Mumbai,Thane,2025-12-28,6,13.9,25,0.0,94,26.7,56.7,2257.12,2257.12
GK-11250,Mumbai,Thane,2026-01-18,6,8.3,20,0.0,106,25.8,50.3,1113.61,1113.61
GK-11496,Delhi,Connaught Place,2026-02-24,1,11.9,28,0.0,67,30.7,56.0,1703.28,1703.28
GK-10843,Chennai,Mylapore,2026-02-19,3,11.9,19,0.0,159,28.4,60.5,1468.63,1468.63
GK-11829,Mumbai,Thane,2025-10-29,2,12.1,33,0.0,41,27.2,59.5,1246.53,1246.53
GK-10914,Chennai,T. Nagar,2025-11-06,3,9.3,24,8.8,79,35.8,83.0,1169.14,1169.14
GK-11665,Chennai,Adyar,2026-01-03,5,8.5,17,0.0,91,22.5,61.9,1281.67,1281.67
GK-11767,Delhi,Connaught Place,2026-03-29,6,10.3,15,0.0,24,41.5,59.8,896.11,896.11
GK-10268,Delhi,Chandni Chowk,2025-10-20,0,12.9,28,0.0,68,32.6,38.6,1413.25,1413.25
GK-11657,Delhi,Pitampura,2025-12-01,0,14.0,24,0.0,329,19.0,32.9,1570.92,1570.92
GK-11267,Delhi,Karol Bagh,2026-01-31,5,7.8,16,15.6,353,18.6,31.8,1333.17,1333.17
GK-11666,Chennai,Velachery,2026-01-08,3,12.1,22,0.0,85,32.2,53.9,1601.77,1601.77
GK-10271,Delhi,Dwarka,2026-01-27,1,6.9,14,0.0,293,23.9,42.9,735.79,735.79
GK-11133,Chennai,Chromepet,2026-02-25,2,6.7,10,0.0,174,29.5,49.6,860.01,860.01
GK-10636,Delhi,Connaught Place,2025-12-12,4,9.2,20,0.0,398,37.9,31.5,798.46,798.46
GK-10094,Delhi,Janakpuri,2025-10-03,4,6.7,19,0.0,130,45.8,37.1,491.15,491.15
GK-11766,Chennai,Guindy,2025-10-15,2,8.6,15,4.4,149,28.0,65.9,696.56,696.56
GK-10011,Chennai,Velachery,2025-12-02,1,6.6,17,0.0,118,31.7,85.9,769.68,769.68
GK-10912,Chennai,Guindy,2026-02-20,4,8.3,19,0.0,81,32.2,51.9,1125.85,1125.85
GK-10472,Chennai,Tambaram,2025-11-21,4,12.9,36,23.0,169,30.7,94.1,1454.24,1454.24
GK-10802,Delhi,Lajpat Nagar,2025-11-01,5,14.0,41,1.0,368,35.8,35.1,1695.66,1695.66
GK-11850,Mumbai,Powai,2025-10-13,0,5.2,11,0.0,52,30.1,35.7,490.34,490.34
GK-11643,Delhi,Lajpat Nagar,2026-03-17,1,13.6,27,0.0,67,24.2,36.3,1295.85,1295.85
GK-11556,Delhi,Janakpuri,2026-03-10,1,8.0,19,0.0,203,25.5,49.4,816.64,816.64
GK-11176,Chennai,Tambaram,2026-01-11,6,12.6,34,0.0,39,33.8,67.3,1445.05,1445.05
GK-11437,Delhi,Saket,2026-01-05,0,10.0,28,0.0,312,33.7,60.5,1201.02,1201.02
GK-10882,Delhi,Nehru Place,2025-12-24,2,8.4,15,0.0,346,21.0,50.5,695.06,695.06
GK-11996,Chennai,Chromepet,2025-12-22,0,6.7,14,7.2,110,30.0,66.2,849.55,849.55
GK-11797,Delhi,Nehru Place,2025-12-14,6,6.8,12,0.0,276,21.7,35.5,923.29,923.29
GK-10446,Delhi,Karol Bagh,2026-03-10,1,11.1,23,0.0,147,41.3,33.1,1234.58,1234.58
GK-10431,Mumbai,Andheri,2026-03-19,3,14.0,35,0.0,63,32.4,61.9,1772.4,1772.4
GK-10339,Chennai,Sholinganallur,2026-01-06,1,8.1,12,0.0,60,27.9,50.5,1035.35,1035.35
GK-11124,Mumbai,Thane,2026-02-26,3,10.3,24,0.0,129,23.0,44.0,1026.41,1026.41
GK-11848,Chennai,Chromepet,2025-12-08,0,9.1,26,0.0,126,29.0,91.1,1012.61,1012.61
GK-10502,Delhi,Janakpuri,2025-12-01,0,14.0,36,0.0,403,32.8,58.0,1360.1,1360.1
GK-11101,Chennai,Adyar,2026-01-07,2,9.9,27,0.0,81,29.9,49.4,1059.14,1059.14
GK-11407,Mumbai,Navi Mumbai,2026-01-29,3,7.1,12,0.0,151,23.6,54.0,461.12,461.12
GK-11716,Chennai,Adyar,2025-12-12,4,8.4,13,20.0,108,26.8,86.8,917.83,917.83
GK-11988,Mumbai,Goregaon,2025-10-11,5,10.5,23,0.0,103,33.2,62.1,1684.48,1684.48
GK-11786,Chennai,Sholinganallur,2025-10-09,3,11.2,17,0.0,97,28.9,59.8,992.13,992.13
GK-10358,Mumbai,Bandra,2025-12-26,4,13.0,35,0.0,87,20.9,37.5,1631.29,1631.29
GK-10117,Delhi,Chandni Chowk,2026-02-16,0,14.0,37,0.0,114,21.8,51.1,1724.76,1724.76
GK-10327,Mumbai,Goregaon,2025-12-12,4,10.7,28,0.0,88,23.9,54.7,1824.38,1824.38
GK-11315,Mumbai,Malad,2026-02-24,1,14.0,22,0.0,186,26.2,48.9,1710.3,1710.3
GK-11020,Delhi,Connaught Place,2026-01-28,2,5.8,16,0.0,453,36.4,36.4,614.96,614.96
GK-11567,Delhi,Chandni Chowk,2026-01-11,6,7.0,17,0.0,421,35.4,58.4,832.4,832.4
GK-10430,Mumbai,Bandra,2025-11-10,0,11.6,25,0.0,32,32.8,36.5,1798.04,1798.04
GK-10178,Mumbai,Kurla,2025-10-25,5,6.4,14,0.0,57,25.9,62.7,788.7,788.7
GK-11628,Mumbai,Dadar,2026-03-01,6,9.1,15,0.0,125,34.5,47.3,1513.4,1513.4
GK-11747,Delhi,Saket,2026-01-22,3,10.8,21,0.0,350,34.0,35.6,1370.75,1370.75
GK-11821,Delhi,Pitampura,2026-02-09,0,10.8,23,0.0,96,28.9,32.8,1404.15,1404.15
GK-10963,Delhi,Dwarka,2026-02-14,5,12.3,30,0.0,28,31.9,33.8,1630.44,1630.44
GK-11498,Delhi,Lajpat Nagar,2025-10-05,6,7.6,22,0.0,147,30.3,49.8,968.41,968.41
GK-11047,Delhi,Rohini,2025-12-20,5,12.6,30,0.0,300,19.5,60.9,1425.8,1425.8
GK-11257,Delhi,Karol Bagh,2025-10-28,1,11.6,24,0.0,182,43.5,59.3,1306.46,1306.46
GK-10240,Mumbai,Powai,2026-03-09,0,5.8,11,0.0,106,31.1,44.6,530.71,530.71
GK-10836,Chennai,T. Nagar,2026-01-27,1,11.0,28,0.0,171,21.6,49.5,1079.72,1079.72
GK-10356,Mumbai,Malad,2026-03-02,0,7.3,16,0.0,112,27.8,38.2,1075.06,1075.06
GK-11316,Mumbai,Andheri,2025-12-30,1,10.0,22,4.6,201,28.0,60.5,1342.27,1342.27
GK-10266,Mumbai,Bandra,2026-01-30,4,12.3,33,0.0,107,23.6,56.2,1438.87,1438.87
GK-10374,Mumbai,Dadar,2026-03-06,4,8.0,22,0.0,115,32.5,55.0,943.12,943.12
GK-10648,Delhi,Karol Bagh,2026-01-28,2,13.9,36,0.0,339,19.5,59.7,1771.49,1771.49
GK-10597,Chennai,Chromepet,2025-12-16,1,8.7,18,22.9,129,30.9,75.3,806.76,806.76
GK-10542,Chennai,Velachery,2026-03-21,5,6.8,16,0.0,154,37.2,63.0,863.53,863.53
GK-11504,Chennai,Anna Nagar,2026-01-20,1,7.7,11,2.3,20,27.0,54.5,1046.38,1046.38
GK-11148,Mumbai,Borivali,2025-12-01,0,12.6,37,0.0,96,29.4,40.4,1983.93,1983.93
GK-11843,Delhi,Chandni Chowk,2026-01-23,4,13.2,36,0.0,348,38.7,50.4,1302.12,1302.12
GK-11113,Delhi,Saket,2025-12-30,1,4.6,13,0.0,293,19.1,30.7,310.3,310.3
GK-11021,Chennai,Adyar,2025-10-23,3,14.0,26,2.2,90,31.2,65.2,1224.85,1224.85
GK-10249,Chennai,Tambaram,2026-03-20,4,14.0,28,0.0,20,29.6,36.4,1944.38,1944.38
GK-10773,Chennai,Porur,2026-02-21,5,5.3,9,0.0,149,26.4,59.7,547.61,547.61
GK-10007,Chennai,Mylapore,2025-12-13,5,11.9,27,0.2,166,24.1,50.2,1660.15,1660.15
GK-11893,Mumbai,Bandra,2025-11-15,5,7.0,11,0.0,149,27.1,66.0,1277.47,1277.47
GK-11619,Chennai,T. Nagar,2026-01-20,1,11.9,33,9.6,87,29.4,67.6,1583.95,1583.95
GK-10970,Mumbai,Dadar,2025-11-25,1,10.2,24,0.0,182,33.5,50.7,763.55,763.55
GK-11251,Mumbai,Kurla,2025-12-24,2,11.3,20,0.0,43,28.9,58.8,1560.81,1560.81
GK-10426,Mumbai,Thane,2025-10-04,5,11.5,20,0.0,69,32.3,32.1,1904.21,1904.21
GK-10209,Mumbai,Malad,2025-12-10,2,12.8,29,0.0,81,25.1,49.9,1701.56,1701.56
GK-11301,Mumbai,Malad,2025-12-08,0,5.4,13,16.0,50,20.8,54.0,493.12,493.12
GK-10542,Chennai,Velachery,2026-02-07,5,8.4,22,0.0,166,25.6,58.5,979.37,979.37
GK-10717,Delhi,Chandni Chowk,2025-12-01,0,10.3,27,0.0,365,36.1,30.9,826.62,826.62
GK-10899,Mumbai,Kurla,2026-03-12,3,8.6,15,0.0,164,28.2,35.1,1169.43,1169.43
GK-11643,Delhi,Lajpat Nagar,2025-10-20,0,14.0,22,6.1,241,35.9,31.3,1219.55,1219.55
GK-11037,Mumbai,Goregaon,2025-11-09,6,12.2,33,0.0,164,26.7,40.4,1981.99,1981.99
GK-11630,Mumbai,Bandra,2025-11-17,0,11.8,32,0.0,198,25.6,41.7,1614.63,1614.63
GK-11398,Chennai,Velachery,2025-11-06,3,14.0,28,0.0,107,30.8,93.8,1407.05,1407.05
GK-10117,Delhi,Chandni Chowk,2026-03-12,3,14.0,26,0.0,131,27.0,64.5,1699.74,1699.74
GK-10370,Delhi,Lajpat Nagar,2026-03-15,6,13.9,31,0.0,128,27.5,50.5,1890.04,1890.04
GK-10981,Chennai,Velachery,2025-12-14,6,12.4,27,19.2,194,31.7,63.9,2468.55,2468.55
GK-11272,Delhi,Lajpat Nagar,2025-10-13,0,11.1,30,0.0,110,28.3,67.7,1654.35,1654.35
GK-10175,Mumbai,Borivali,2025-11-05,2,7.3,19,0.0,79,30.5,64.6,874.56,874.56
GK-10071,Delhi,Saket,2025-11-27,3,10.1,24,5.7,298,24.4,41.7,1473.6,1473.6
GK-11942,Delhi,Rohini,2025-11-21,4,11.0,20,0.0,331,33.0,53.5,813.88,813.88
GK-10935,Chennai,Velachery,2026-02-04,2,6.3,18,0.0,56,26.9,35.6,502.31,502.31
GK-10951,Mumbai,Andheri,2025-12-13,5,10.8,23,0.0,102,21.8,67.3,1824.83,1824.83
GK-11516,Chennai,Porur,2025-10-23,3,10.0,23,23.2,119,29.8,82.6,821.7,821.7
GK-10353,Delhi,Rohini,2026-02-08,6,11.7,32,0.0,123,19.6,32.5,1939.93,1939.93
GK-10175,Mumbai,Borivali,2025-11-04,1,7.8,21,0.0,152,32.9,43.9,951.1,951.1
GK-10744,Mumbai,Goregaon,2025-12-29,0,9.7,19,0.0,133,29.1,32.9,1278.73,1278.73
GK-10696,Delhi,Lajpat Nagar,2025-12-28,6,10.6,24,4.7,420,19.0,60.9,1780.97,1780.97
GK-10753,Delhi,Connaught Place,2025-12-23,1,6.9,15,0.0,304,21.7,64.2,966.47,966.47
GK-11798,Chennai,Guindy,2026-01-29,3,7.8,21,0.0,93,29.4,43.3,724.61,724.61
GK-10654,Mumbai,Andheri,2025-10-16,3,7.4,19,0.0,193,36.6,30.8,1138.14,1138.14
GK-10448,Mumbai,Powai,2025-11-10,0,9.8,28,0.0,174,27.3,33.6,1183.08,1183.08
GK-11143,Mumbai,Bandra,2026-02-20,4,10.2,27,0.0,130,29.3,68.1,1404.76,1404.76
GK-10921,Mumbai,Dadar,2026-03-23,0,11.3,26,0.0,108,33.5,67.6,1305.57,1305.57
GK-10980,Mumbai,Andheri,2026-01-18,6,6.4,16,0.0,110,22.4,46.6,911.49,911.49
GK-11593,Delhi,Nehru Place,2025-11-07,4,10.5,17,0.0,388,29.3,37.1,1425.16,1425.16
GK-11102,Delhi,Nehru Place,2025-11-19,2,9.2,18,0.0,473,31.3,55.3,863.98,863.98
GK-10233,Delhi,Lajpat Nagar,2025-12-26,4,10.1,27,0.0,370,37.0,65.3,1113.68,1113.68
GK-10899,Mumbai,Kurla,2026-02-15,6,8.0,15,0.0,205,27.1,33.3,1321.72,1321.72
GK-10949,Mumbai,Dadar,2025-11-29,5,12.4,36,0.0,99,33.0,49.4,1863.27,1863.27
GK-10131,Mumbai,Bandra,2026-03-04,2,7.8,12,0.4,48,27.1,44.4,1018.48,1018.48
GK-11095,Delhi,Janakpuri,2025-11-01,5,7.0,11,2.3,359,40.4,36.6,931.63,931.63
GK-11983,Mumbai,Dadar,2026-02-13,4,8.8,26,0.0,114,27.9,58.0,959.6,959.6
GK-10479,Mumbai,Navi Mumbai,2026-02-07,5,6.0,10,0.0,88,25.1,47.9,1169.89,1169.89
GK-11555,Mumbai,Powai,2025-10-30,3,14.0,40,0.0,74,28.1,44.1,1836.32,1836.32
GK-10713,Delhi,Chandni Chowk,2025-12-21,6,12.5,21,0.0,466,23.6,41.6,1999.96,1999.96
GK-10250,Mumbai,Navi Mumbai,2026-03-28,5,11.9,24,0.0,60,28.1,45.5,2107.98,2107.98
GK-11872,Delhi,Rohini,2026-03-05,3,7.0,13,0.0,222,45.9,31.9,684.69,684.69
GK-11066,Mumbai,Thane,2025-12-31,2,10.0,15,0.0,137,26.9,61.6,1164.19,1164.19
GK-11884,Mumbai,Andheri,2025-12-31,2,12.6,23,0.0,62,24.3,65.1,1189.45,1189.45
GK-10120,Mumbai,Thane,2025-10-01,2,14.0,40,5.1,97,29.1,42.0,1328.25,1328.25
GK-10884,Mumbai,Goregaon,2026-02-23,0,10.6,18,0.0,108,25.2,54.0,1277.88,1277.88
GK-11007,Mumbai,Navi Mumbai,2026-01-03,5,7.9,14,0.0,204,28.7,51.4,1158.48,1158.48
GK-10942,Delhi,Chandni Chowk,2025-10-09,3,11.1,24,0.0,139,37.5,31.2,1880.17,1880.17
GK-10024,Mumbai,Dadar,2025-12-28,6,7.6,21,0.0,54,30.3,33.2,1113.75,1113.75
GK-11219,Chennai,Mylapore,2025-12-31,2,5.6,16,4.5,60,30.7,86.5,647.95,647.95
GK-10326,Mumbai,Thane,2025-12-04,3,12.0,19,0.0,113,22.3,40.2,1867.88,1867.88
GK-11043,Delhi,Karol Bagh,2025-12-14,6,8.9,23,0.0,342,31.5,34.2,1133.91,1133.91
GK-11424,Delhi,Rohini,2026-02-04,2,13.5,27,0.0,89,28.9,32.3,1616.28,1616.28
GK-11187,Chennai,Adyar,2026-02-14,5,6.6,15,0.0,148,30.0,65.2,917.36,917.36
GK-11551,Chennai,Velachery,2026-02-22,6,9.8,15,0.0,97,25.8,69.8,1314.37,1314.37
GK-10032,Mumbai,Goregaon,2025-10-02,3,10.9,16,0.0,92,36.8,62.7,1302.5,1302.5
GK-11391,Delhi,Connaught Place,2025-12-06,5,13.3,23,1.1,328,30.0,46.8,1565.33,1565.33
GK-11103,Chennai,Guindy,2026-03-26,3,9.4,21,0.0,147,30.7,53.1,571.4,571.4
GK-11161,Chennai,Chromepet,2026-01-31,5,6.5,11,0.0,143,31.2,51.2,466.13,466.13
GK-11769,Mumbai,Powai,2026-03-10,1,12.7,24,1.0,120,35.8,39.1,836.37,836.37
GK-11389,Delhi,Dwarka,2026-02-20,4,11.0,28,0.0,113,39.2,32.9,1217.53,1217.53
GK-10435,Mumbai,Bandra,2025-12-05,4,9.0,18,0.0,187,20.8,59.0,1088.4,1088.4
GK-10766,Chennai,T. Nagar,2026-02-03,1,11.6,22,0.0,43,24.7,34.0,1162.44,1162.44
GK-11469,Delhi,Rohini,2026-01-22,3,14.0,35,0.0,344,19.2,51.3,1170.52,1170.52
GK-11180,Delhi,Saket,2026-03-29,6,8.3,20,0.0,54,41.4,48.7,1269.85,1269.85
GK-11439,Chennai,Velachery,2026-03-12,3,7.9,20,0.0,80,29.4,68.5,1076.94,1076.94
GK-11799,Delhi,Janakpuri,2026-02-13,4,9.3,26,0.0,112,22.1,31.7,590.5,590.5
GK-11042,Chennai,Tambaram,2026-02-07,5,13.1,22,0.0,144,28.3,56.1,1710.51,1710.51
GK-10929,Delhi,Connaught Place,2026-01-04,6,13.8,35,0.0,356,29.0,63.6,1587.7,1587.7
GK-11346,Mumbai,Borivali,2026-02-23,0,10.6,24,0.0,142,23.4,55.9,951.24,951.24
GK-11214,Mumbai,Powai,2025-11-11,1,11.1,17,0.0,233,34.2,41.5,820.43,820.43
GK-11682,Delhi,Karol Bagh,2025-12-13,5,14.0,33,0.0,114,37.1,58.9,2152.29,2152.29
GK-10828,Delhi,Chandni Chowk,2025-12-21,6,9.2,17,0.0,466,23.6,41.6,1112.27,1112.27
GK-10024,Mumbai,Dadar,2026-01-18,6,4.0,11,0.0,56,26.1,69.2,579.38,579.38
GK-10734,Delhi,Chandni Chowk,2026-02-22,6,10.9,24,0.0,72,22.4,39.5,1558.0,1558.0
GK-10032,Mumbai,Goregaon,2025-10-24,4,14.0,26,0.0,136,36.8,39.3,1913.04,1913.04
GK-11291,Mumbai,Goregaon,2026-01-04,6,8.4,23,0.0,113,22.8,30.6,850.46,850.46
GK-10546,Mumbai,Goregaon,2026-01-15,3,13.7,38,2.4,105,22.8,69.0,1890.89,1890.89
GK-10786,Delhi,Dwarka,2025-11-14,4,11.3,17,2.5,440,27.9,66.7,1349.89,1349.89
GK-11466,Chennai,Anna Nagar,2026-02-13,4,12.5,27,0.0,128,27.6,43.3,1633.71,1633.71
GK-11144,Delhi,Chandni Chowk,2025-10-07,1,10.1,23,0.0,161,45.2,30.9,577.96,577.96
GK-11276,Delhi,Rohini,2026-02-20,4,12.8,20,0.0,41,27.7,55.5,1412.97,1412.97
GK-11984,Delhi,Lajpat Nagar,2025-10-16,3,6.7,13,3.9,60,31.0,39.2,696.04,696.04
GK-11594,Mumbai,Andheri,2025-10-19,6,8.4,16,0.0,137,29.5,33.7,1050.86,1050.86
GK-10774,Mumbai,Dadar,2026-03-15,6,7.6,14,0.0,144,28.6,59.8,1170.71,1170.71
GK-11955,Chennai,Velachery,2026-03-14,5,7.1,11,0.0,103,31.2,67.8,1172.15,1172.15
GK-11044,Mumbai,Kurla,2025-12-03,2,8.3,17,7.0,116,24.8,53.4,1198.83,1198.83
GK-10509,Delhi,Dwarka,2026-01-24,5,7.4,16,0.0,388,27.0,38.7,919.64,919.64
GK-11086,Chennai,Tambaram,2026-01-09,4,10.9,25,0.0,156,26.3,43.6,1406.95,1406.95
GK-11978,Mumbai,Powai,2026-03-27,4,6.4,17,0.0,127,29.4,48.4,1012.69,1012.69
GK-11815,Chennai,Adyar,2026-01-18,6,11.2,17,0.0,146,26.6,67.5,1701.6,1701.6
GK-10258,Delhi,Janakpuri,2026-03-23,0,8.7,23,0.0,152,24.4,57.1,707.5,707.5
GK-10084,Delhi,Karol Bagh,2026-03-06,4,7.3,15,0.0,98,43.7,49.2,646.68,646.68
GK-11101,Chennai,Adyar,2026-03-03,1,14.0,31,0.0,116,34.2,48.3,1334.18,1334.18
GK-10694,Mumbai,Dadar,2025-11-11,1,8.9,26,1.6,138,32.9,44.0,684.44,684.44
GK-11135,Delhi,Saket,2025-11-07,4,11.3,28,2.3,334,41.2,36.4,1475.18,1475.18
GK-10017,Chennai,Guindy,2026-01-10,5,14.0,25,0.0,96,30.0,49.9,2430.19,2430.19
GK-10957,Mumbai,Goregaon,2025-10-23,3,10.4,21,0.0,142,32.9,48.2,1311.58,1311.58
GK-11469,Delhi,Rohini,2026-02-03,1,14.0,37,0.0,122,37.3,37.1,1343.43,1343.43
GK-11653,Delhi,Chandni Chowk,2025-11-14,4,9.0,24,0.0,425,33.2,34.8,838.41,838.41
GK-10012,Delhi,Dwarka,2025-10-17,4,14.0,36,0.0,50,34.1,57.6,1611.2,1611.2
GK-11353,Delhi,Nehru Place,2026-02-25,2,10.0,25,1.0,173,36.0,35.9,1030.94,1030.94
GK-11450,Delhi,Saket,2026-03-28,5,12.1,33,0.0,205,45.0,65.3,1259.45,1259.45
GK-11807,Mumbai,Goregaon,2026-02-06,4,13.9,34,0.0,86,28.6,58.0,1675.95,1675.95
GK-10343,Delhi,Dwarka,2026-02-11,2,8.9,15,0.0,129,40.0,59.0,1169.82,1169.82
GK-11952,Chennai,Sholinganallur,2026-01-22,3,14.0,35,0.0,120,28.1,55.0,2330.82,2330.82
GK-10972,Chennai,Mylapore,2026-03-14,5,11.1,20,0.0,233,30.0,54.3,1588.88,1588.88
GK-10481,Mumbai,Andheri,2025-11-16,6,9.8,18,0.0,115,31.9,39.9,1052.79,1052.79
GK-11602,Chennai,Guindy,2025-10-29,2,13.4,20,0.0,46,29.8,65.1,1196.84,1196.84
GK-11314,Delhi,Karol Bagh,2025-10-27,0,8.7,15,0.0,116,27.8,55.7,1149.68,1149.68
GK-11573,Mumbai,Malad,2025-11-21,4,7.6,16,0.0,128,30.8,55.5,957.54,957.54
GK-10007,Chennai,Mylapore,2025-10-25,5,12.1,30,8.9,43,32.4,94.5,1766.44,1766.44
GK-10326,Mumbai,Thane,2026-03-20,4,13.5,30,0.0,139,37.0,41.8,1836.25,1836.25
GK-10681,Delhi,Dwarka,2026-02-21,5,7.6,13,0.7,165,24.9,56.4,782.09,782.09
GK-10498,Delhi,Saket,2025-12-22,0,11.8,29,3.6,229,17.5,47.1,879.34,879.34
GK-11685,Mumbai,Kurla,2026-01-07,2,9.3,14,0.0,86,29.3,41.6,1165.67,1165.67
GK-11006,Delhi,Chandni Chowk,2025-12-06,5,11.6,33,0.0,331,24.9,61.2,1952.65,1952.65
GK-11687,Chennai,Mylapore,2025-10-29,2,13.5,25,0.0,133,34.4,83.3,1795.68,1795.68
GK-10037,Chennai,Anna Nagar,2025-10-21,1,9.1,19,0.0,136,30.3,58.4,942.52,942.52
GK-11432,Delhi,Lajpat Nagar,2026-02-14,5,6.1,17,0.0,79,38.3,60.8,1025.27,1025.27
GK-10225,Chennai,Chromepet,2025-10-02,3,11.7,24,0.0,78,37.9,66.5,1713.27,1713.27
GK-10364,Mumbai,Borivali,2025-12-23,1,13.2,28,0.0,74,26.2,48.9,1558.54,1558.54
GK-11955,Chennai,Velachery,2026-02-05,3,7.4,14,0.0,168,27.0,46.4,1056.75,1056.75
GK-10402,Chennai,Chromepet,2026-01-13,1,9.9,20,0.0,122,29.2,34.8,1475.17,1475.17
GK-10975,Mumbai,Goregaon,2025-11-10,0,11.0,30,0.0,109,25.7,67.8,1109.31,1109.31
GK-10101,Delhi,Janakpuri,2025-10-08,2,7.8,17,0.0,69,33.4,49.4,731.7,731.7
GK-11182,Mumbai,Dadar,2026-01-11,6,8.6,17,0.0,157,26.1,53.1,779.98,779.98
GK-10683,Delhi,Dwarka,2026-02-06,4,8.1,23,0.0,61,37.4,59.6,945.98,945.98
GK-10237,Mumbai,Kurla,2025-12-12,4,9.6,15,0.0,158,21.9,33.5,1157.28,1157.28
GK-10057,Mumbai,Powai,2025-11-10,0,11.6,28,0.0,174,27.3,33.6,1593.74,1593.74
GK-11116,Mumbai,Goregaon,2026-02-01,6,11.5,18,0.0,75,26.4,36.9,1699.58,1699.58
GK-11710,Mumbai,Powai,2026-01-26,0,8.0,21,0.0,64,22.3,46.6,1097.13,1097.13
GK-11264,Mumbai,Goregaon,2026-03-21,5,8.7,21,0.0,83,27.9,35.2,1353.42,1353.42
GK-11226,Delhi,Connaught Place,2026-03-09,0,5.8,12,0.0,115,45.2,43.6,716.8,716.8
GK-11595,Chennai,Anna Nagar,2026-01-25,6,13.2,24,2.3,110,27.3,43.3,1119.88,1119.88
GK-11385,Chennai,Porur,2025-12-14,6,5.9,10,0.0,136,33.2,94.4,934.05,934.05
GK-11802,Mumbai,Malad,2026-02-10,1,6.4,16,0.0,53,26.5,40.8,236.44,236.44
GK-10488,Mumbai,Dadar,2026-02-12,3,11.6,33,0.0,45,23.2,56.4,1957.07,1957.07
GK-10881,Mumbai,Navi Mumbai,2025-12-13,5,8.2,12,0.0,68,24.5,62.1,1861.07,1861.07
GK-10535,Delhi,Lajpat Nagar,2025-12-13,5,8.6,14,0.0,308,24.4,51.0,1140.27,1140.27
GK-11356,Mumbai,Goregaon,2026-02-19,3,13.9,26,0.0,134,27.7,48.4,1353.58,1353.58
GK-10917,Delhi,Rohini,2025-12-08,0,7.2,14,0.0,266,24.3,61.3,989.15,989.15
GK-11251,Mumbai,Kurla,2026-02-26,3,10.2,27,0.0,131,27.1,49.8,1519.78,1519.78
GK-11698,Delhi,Nehru Place,2025-11-07,4,9.0,25,0.0,388,29.3,37.1,1065.47,1065.47
GK-10846,Chennai,Sholinganallur,2025-12-31,2,14.0,35,0.0,192,27.7,66.1,1273.67,1273.67
GK-10135,Mumbai,Borivali,2025-12-25,3,13.5,28,4.7,216,20.9,34.7,1757.05,1757.05
GK-10937,Delhi,Chandni Chowk,2026-03-20,4,12.8,26,0.0,198,23.4,49.9,1525.48,1525.48
GK-11746,Mumbai,Dadar,2025-10-22,2,14.0,31,8.6,124,35.2,48.8,1550.61,1550.61
GK-11292,Mumbai,Thane,2026-02-03,1,7.6,20,0.0,160,23.3,40.6,667.37,667.37
GK-10836,Chennai,T. Nagar,2026-01-23,4,9.1,21,0.0,92,30.2,40.3,917.15,917.15
